Proceso:,Agregar CVE_EDO y CVE_MUN,,,,,,,,
CVE_EDO,ESTADO,EE_MUN,CVE_MUN,MUNICIPIO,LOCALIDAD,NOMBRE DE PTAR,CAPACIDAD INSTALADA L/S,CAUDAL TRATADO L/S,TIPO DE PROCESO
08,CHIHUAHUA,08OCAMPO,08051,Ocampo,Basaseachi,Basaseachi,2,0.5,Sedimentación + Wetland
08,CHIHUAHUA,08OJINAGA,08052,Ojinaga,Manuel Ojinaga,Ojinaga,109,70,Lagunas de Estabilización
08,CHIHUAHUA,08PRAXEDIS G. GUERRERO,08053,Praxedis G. Guerrero,El Porvenir,El Porvenir,15.2,6,Lagunas de Estabilización
08,CHIHUAHUA,08PRAXEDIS G. GUERRERO,08053,Praxedis G. Guerrero,Praxedis G. Guerrero,Praxedis G. Guerrero,14.7,11,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,Chavarría,Chavarría,0.1,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,El Encino,El Encino,0.1,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,Guadalupe,Guadalupe,0.2,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,La Despedida,La Despedida,0.5,0.3,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,La Noria de Aldana,La Noria,0.2,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,La Nueva Paz,La Nueva Paz,0.3,0.2,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,San Agustín de Piñones,Piñones,0.5,0.3,Lagunas de Estabilización
08,CHIHUAHUA,08RIVA PALACIO,08054,Riva Palacio,San Andres,San Andres,2,2,Lagunas de Estabilización
08,CHIHUAHUA,08ROSALES,08055,Rosales,Congregación Ortíz,Congregación Ortíz,4,4,Lagunas de Estabilización
08,CHIHUAHUA,08ROSALES,08055,Rosales,Exhacienda Delicias,Exhacienda Delicias,2,1.5,Sedimentación + Wetland
08,CHIHUAHUA,08ROSALES,08055,Rosales,La Garita,La Garita,1.5,1,Lagunas de Estabilización
08,CHIHUAHUA,08ROSALES,08055,Rosales,Santa Cruz De Rosales,Santa Cruz de Rosales,17.6,15,Lagunas de Estabilización
08,CHIHUAHUA,08SAN FRANCISCO DE BORJA,08057,San Francisco de Borja,San Francisco de Borja,San Francisco de Borja,2.5,2,Sedimentación + Wetland
08,CHIHUAHUA,08SAN FRANCISCO DE CONCHOS,08058,San Francisco de Conchos,Boquilla de Babisas (La Boquilla de Conchos),Boquilla,4,3,Lagunas de Estabilización
08,CHIHUAHUA,08SAN FRANCISCO DE CONCHOS,08058,San Francisco de Conchos,Rancho Nuevo,Rancho Nuevo,1.2,0.5,Lagunas de Estabilización
08,CHIHUAHUA,08SAN FRANCISCO DE CONCHOS,08058,San Francisco de Conchos,San Francisco de Conchos,San Francisco de Conchos,2,2,Lagunas de Estabilización
08,CHIHUAHUA,08SAN FRANCISCO DEL ORO,08059,San Francisco del Oro,San Francisco Del Oro,San Francisco del Oro,11,8,Lagunas de Estabilización
08,CHIHUAHUA,08SANTA BARBARA,08060,Santa Barbara,Punto Alegre,"Punto Alegre, El Zenzontle y El Alamito",1.7,1.3,Lagunas de Estabilización
08,CHIHUAHUA,08SANTA BARBARA,08060,Santa Barbara,Santa Barbara,Santa Barbara,42,35,Lagunas de Estabilización
08,CHIHUAHUA,08SANTA ISABEL,08024,Santa Isabel,San Miguel de los Anchondo,Santa Isabel,1.2,0.8,Sedimentación + Wetland
08,CHIHUAHUA,08SANTA ISABEL,08024,Santa Isabel,Santa Isabel,Santa Isabel,10,5,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,El Chamizal,Chamizal,0.6,0.5,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,El Ranchito,El Ranchito,0.3,0.3,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,Mendoceño,Mendoceño,0.5,0.4,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,Ruiz de Ancones,Ruiz de Ancones,0.2,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,San Francisco Javier de Satevó,Satevó,1.3,1,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,SAN JOSE DE HERNANDEZ,SAN JOSE DE HERNANDEZ,0.8,0.2,Lagunas de Estabilización
08,CHIHUAHUA,08SATEVO,08061,Satevó,San José del Sitio,San José del Sitio,0.6,0.5,Lagunas de Estabilización
08,CHIHUAHUA,08SAUCILLO,08062,Saucillo,Naica,Naica,12,9.5,Lagunas de Estabilización
08,CHIHUAHUA,08SAUCILLO,08062,Saucillo,Saucillo,Saucillo,42,41,Lagunas de Estabilización
08,CHIHUAHUA,08TEMOSACHIC,08063,Temósachic,La Concha,La Concha,0.4,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08TEMOSACHIC,08063,Temósachic,SAN ISIDRO DE LOMAS,SISTEMA LAGUNAR TEMOSACHI,0.6,0.1,Lagunas de Estabilización
08,CHIHUAHUA,08TEMOSACHIC,08063,Temósachic,Temósachic,Temósachic,6,4,Lagunas de Estabilización
08,CHIHUAHUA,08TEMOSACHIC,08063,Temósachic,Yepomera,Yepomera,1.6,1.5,Lagunas de Estabilización
08,CHIHUAHUA,08URIQUE,08065,Urique,Bahuichivo,Bahuichivo,4.2,2.8,Sedimentación + Wetland
08,CHIHUAHUA,08URIQUE,08065,Urique,Cerocahui,Cerocahui,2.9,1.9,Lagunas de Estabilización
08,CHIHUAHUA,08URIQUE,08065,Urique,Cuiteco,Cuiteco,0.6,0.3,Lagunas de Estabilización
08,CHIHUAHUA,08URIQUE,08065,Urique,San Rafael,"San Rafael ""Norte""",2.5,2,Sedimentación + Wetland
08,CHIHUAHUA,08URIQUE,08065,Urique,San Rafael,"San Rafael ""Sur""",2.5,2,Sedimentación + Wetland
08,CHIHUAHUA,08URIQUE,08065,Urique,Urique,Urique,2.1,1.8,Sedimentación + Wetland
08,CHIHUAHUA,08URUACHI,08066,Uruachi,Uruachi,Uruachi,1,0.9,Sedimentación + Wetland
09,DISTRITO FEDERAL,09ALVARO OBREGON,09010,Alvaro Obregón,Alvaro Obregón,Santa Fe,280,57,Lodos Activados
09,DISTRITO FEDERAL,09AZCAPOTZALCO,09002,Azcapotzalco,Azcapotzalco,El Rosario,25,9.4,Terciario
09,DISTRITO FEDERAL,09COYOACAN,09003,Coyoacán,Coyoacán,Ciudad Universitaria,40,25,Lodos Activados
09,DISTRITO FEDERAL,09COYOACAN,09003,Coyoacán,Coyoacán,"Ciudad Universitaria ""FCPS""",7.5,3,Lodos Activados
09,DISTRITO FEDERAL,09COYOACAN,09003,Coyoacán,Coyoacán,Coyoacán,250,123,Lodos Activados
09,DISTRITO FEDERAL,09CUAUHTEMOC,09015,Cuauhtémoc,Cuauhtémoc,Tlatelolco,22,10,Lodos Activados
09,DISTRITO FEDERAL,09GUSTAVO A. MADERO,09005,Gustavo A. Madero,Gustavo A. Madero,Acueducto de Guadalupe,110,51,Lodos Activados
09,DISTRITO FEDERAL,09GUSTAVO A. MADERO,09005,Gustavo A. Madero,Gustavo A. Madero,San Juan de Aragón,500,143,Lodos Activados
09,DISTRITO FEDERAL,09IZTACALCO,09006,Iztacalco,Iztacalco,Cd. Deportiva,230,106,Lodos Activados
09,DISTRITO FEDERAL,09IZTACALCO,09006,Iztacalco,Iztacalco,Iztacalco,13,6.3,Lodos Activados
09,DISTRITO FEDERAL,09IZTAPALAPA,09007,Iztapalapa,Iztapalapa,Cerro de la Estrella,3000,1343.6,Lodos Activados
09,DISTRITO FEDERAL,09IZTAPALAPA,09007,Iztapalapa,Iztapalapa,Santa Martha Acatitla,14,9.2,Lodos Activados
09,DISTRITO FEDERAL,09LA MAGDALENA CONTRERAS,09008,La Magdalena Contreras,La Magdalena Contreras,Magdalena Contreras,50,21.9,Lodos Activados
09,DISTRITO FEDERAL,09MIGUEL HIDALGO,09016,Miguel Hidalgo,Miguel Hidalgo,Bosques de las Lomas,25,20,Lodos Activados
09,DISTRITO FEDERAL,09MIGUEL HIDALGO,09016,Miguel Hidalgo,Miguel Hidalgo,Campo Militar No. 1-A,30,30,Lodos Activados
09,DISTRITO FEDERAL,09MIGUEL HIDALGO,09016,Miguel Hidalgo,Miguel Hidalgo,Chapultepec,160,53,Lodos Activados
09,DISTRITO FEDERAL,09MILPA ALTA,09009,Milpa Alta,San Pedro Atocpan,San Pedro Atocpan,60,18.7,Lodos Activados
09,DISTRITO FEDERAL,09TLAHUAC,09011,Tláhuac,San André Mixquic,San Andres Mixquic,30,16.4,Primario Avanzado
09,DISTRITO FEDERAL,09TLAHUAC,09011,Tláhuac,San Juan Ixtayopan,El Llano,250,42.4,Lodos Activados
09,DISTRITO FEDERAL,09TLAHUAC,09011,Tláhuac,San Juan Ixtayopan,San Juan Ixtayopan (La Lupita)                              ,15,11.7,Lodos Activados
09,DISTRITO FEDERAL,09TLAHUAC,09011,Tláhuac,San Nicolas Tetelco,Tetelco,15,12,Lodos Activados
09,DISTRITO FEDERAL,09TLAHUAC,09011,Tláhuac,Tláhuac,San Lorenzo,225,60.2,Lodos Activados
09,DISTRITO FEDERAL,09TLALPAN,09012,Tlalpan,Parres (El Guarda),Parres,7.5,2,Lodos Activados
09,DISTRITO FEDERAL,09TLALPAN,09012,Tlalpan,Tlalpan,Abasolo,15,2.8,Lodos Activados
09,DISTRITO FEDERAL,09TLALPAN,09012,Tlalpan,Tlalpan,H. Colegio Militar,30,26,Lodos Activados
09,DISTRITO FEDERAL,09TLALPAN,09012,Tlalpan,Tlalpan,San Miguel Xicalco,7.5,5,Lodos Activados
09,DISTRITO FEDERAL,09TLALPAN,09012,Tlalpan,Tlalpan,U. H. Pemex Picacho,13,9.9,Lodos Activados
09,DISTRITO FEDERAL,09XOCHIMILCO,09013,Xochimilco,Xochimilco,Reclusorio Sur,30,14.1,Lodos Activados
09,DISTRITO FEDERAL,09XOCHIMILCO,09013,Xochimilco,Xochimilco,San Luis Tlaxialtemalco,150,56.1,Lodos Activados
10,DURANGO,10CANATLAN,10001,Canatlán,Arnulfo R. Gómez (Los Sauces),Arnulfo R. Gómez,1.6,1,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,Benjamín Aranda (San Rafael),Benjamín Aranda (San Rafael),3,0.4,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,CERRO GORDO,Lagunas de estabilización de Cerro Gordo,1.22,0.52,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,Ciudad Canatlán,Lagunas de Oxidación de Canatlán,36.74,22.47,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,COLONIA ANAHUAC (PALO BLANCO),lagunas de estabilización de Anahuac,2.14,1.97,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,General Martín López,Martín López - San José de Gracia,4.67,2.7,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,La Soledad,La Soledad,2.2,1.8,Lagunas de Estabilización
10,DURANGO,10CANATLAN,10001,Canatlán,NICOLAS BRAVO,Lagunas de Oxidación de Nicolás Bravo,3.16,0.33,Primario o Sedimentación
10,DURANGO,10CANATLAN,10001,Canatlán,Veintidos de Mayo,Veintidos de Mayo,1,0.4,Lagunas de Estabilización
10,DURANGO,10CANELAS,10002,Canelas,Canelas,Canelas,3.9,1.02,Lagunas de Estabilización
10,DURANGO,10CANELAS,10002,Canelas,El Ojito de Camellones,El Ojito de Camellones,0.36,0.19,Lagunas de Estabilización
10,DURANGO,10CANELAS,10002,Canelas,La Yerbabuena,Yerbabuena,0.3,0.1,Lagunas de Estabilización
10,DURANGO,10CANELAS,10002,Canelas,ZAPOTES DE RODRIGUEZ,Planta de Tratamiento  de Zapotes de Rodríguez,0.21,0.19,Anaerobio
10,DURANGO,10CONETO DE COMONFORT,10003,Coneto de Comonfort,Coneto de Comonfort,Coneto de Comonfort,1.5,1.3,Lagunas de Estabilización
10,DURANGO,10CONETO DE COMONFORT,10003,Coneto de Comonfort,Coneto de Comonfort,Coneto de Comonfort,1.5,1.42,Fosa Séptica
10,DURANGO,10CONETO DE COMONFORT,10003,Coneto de Comonfort,IGNACIO ZARAGOZA (POTRILLOS),Lagunas de Oxidación de Ignacio Zaragoza,1.5,1.37,Lagunas de Estabilización
10,DURANGO,10CONETO DE COMONFORT,10003,Coneto de Comonfort,Nogales,Nogales,1.8,1.5,Lagunas de Estabilización
10,DURANGO,10CONETO DE COMONFORT,10003,Coneto de Comonfort,SAN JOSE DE BASOCO,Fosas Sépticas de San José de Basoco,0.26,0.24,Fosa Séptica
10,DURANGO,10CUENCAME,10004,Cuencamé,12 DE DICIEMBRE (SOMBRERETILLO),Lagunas de Oxidación de Sombreretillo,1.49,1.2,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Cuencamé De Ceniceros,Cuencamé II (Severino Ceniceros),3,0.6,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Cuencamé De Ceniceros,Lagunas de Oxidación de Cuencamé,35,20,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Emiliano Zapata,Emiliano Zapata,4.8,2.7,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Los Cuatillos (Hacienda de Pedriceña),Los Cuatillos,1.2,1,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Pedriceña (Estación Pedriceña),Pedriceña,3.2,2,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Ramón Corona,Ramón Corona,4.9,2.5,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,SANTA CRUZ DE LA CUCHILLA,Lagunas de Oxidación de Santa Cruz de la Cuchilla,0.61,0.54,Lagunas de Estabilización
10,DURANGO,10CUENCAME,10004,Cuencamé,Velardeña,Velardeña,4,3.4,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Belisario Domínguez,lagunas de estabilización,1.5,1,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,"CARMEN Y ANEXOS, EL",lagunas de oxidación,1.5,1.2,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Cinco de Febrero,Cinco de Febrero,3.5,1.5,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Cinco de Mayo,Poblado 5 de Mayo,6,3.3,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,COLONIA GENERAL FELIPE ANGELES,lagunas de estabilización,1.6,1.5,Otro
10,DURANGO,10DURANGO,10005,Durango,Colonia Hidalgo,Colonia Hidalgo,3,2,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Colonia Hidalgo,colonia hidalgo 2,0.03,0.03,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Contreras,Contreras,5.73,5,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,DIECIOCHO DE MARZO,Lagunas de Oxidación 18 de Marzo,0.44,0.37,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Dolores Hidalgo Cuna De La Indep. Nal.,Dolores Hidalgo,1,0.8,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,El Durango,Cristobal Colón,1.5,1.3,Lodos Activados
10,DURANGO,10DURANGO,10005,Durango,El Durazno,El Durazno,1.61,1.61,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,El Nayar,El Nayar,9.8,4,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,El Tunal,El Tunal,0.77,0.6,Lodos Activados
10,DURANGO,10DURANGO,10005,Durango,Francisco Villa Nuevo,Francisco Villa Nuevo,0.02,0.02,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Francisco Villa Viejo,Francisco villa viejo,0.02,0.02,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Gabino Santillán,Gabino Santillán,1.6,0.8,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,General Lázaro Cárdenas,General Lázaro Cárdenas,0.7,0.7,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,GENERAL MARIANO MATAMOROS,lagunas de oxidación,1.5,1.3,Lodos Activados
10,DURANGO,10DURANGO,10005,Durango,HEROE DE NACOZARI,Planta de Tratamiento de Héroes de Nacozari,1.5,1,Lodos Activados
10,DURANGO,10DURANGO,10005,Durango,INDEPENDENCIA Y LIBERTAD,lagunas de estabilización,1.78,1.38,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,José María Morelos y Pavón (La Tinaja),José María Morelos y Pavón (La Tinaja),1.2,1.2,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,José Refugio Salcido,José Refugio Salcido,3.31,1.74,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,LABOR DE GUADALUPE,lagunas de oxidación,5,4,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,NUEVA PATRIA,Lagunas de Oxidación de Nueva Patria (Santo Domingo),0.72,0.61,Primario o Sedimentación
10,DURANGO,10DURANGO,10005,Durango,OTINAPA,Lagunas de Oxidación de Otinapa,0.42,0.35,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Quince de Septiembre,Quince de Septiembre,3,2,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Río Escondido (La Loma),Río Escondido ,2,0.8,Zanjas de Oxidación
10,DURANGO,10DURANGO,10005,Durango,SAN BENITO,Biodigestores individuales,0.36,0.36,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,SAN ISIDRO,Fosa séptica de San Isidro,1.5,1,Fosa Séptica
10,DURANGO,10DURANGO,10005,Durango,San José de la Vinata,San José de la Vinata,3,2.8,Lodos Activados
10,DURANGO,10DURANGO,10005,Durango,TOMAS URBINA,lagunas de estabilización,1.31,1.25,Otro
10,DURANGO,10DURANGO,10005,Durango,Victoria de Durango,Durango Sur,600,420,Lodos Activados
10,DURANGO,10DURANGO,10005,Durango,Victoria de Durango,La Martinica,2.5,1.5,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Victoria de Durango,PTAR Cristóbal Colón,100,50,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Victoria de Durango,PTAR del Parque,30,20,Lagunas de Estabilización
10,DURANGO,10DURANGO,10005,Durango,Victoria de Durango,PTAR ORIENTE,2000,1680,Lagunas Aireadas
10,DURANGO,10DURANGO,10005,Durango,Villa Montemorelos,Villa Montemorelos,5.2,2.2,Lagunas de Estabilización
10,DURANGO,10EL ORO,10018,El Oro,General Escobedo,General Escobedo,4,3.2,Lodos Activados
10,DURANGO,10EL ORO,10018,El Oro,Santa María Del Oro,Santa María del Oro,10,6.6,Lagunas de Estabilización
10,DURANGO,10GENERAL SIMON BOLIVAR,10006,General Simón Bolivar,Dieciocho de Marzo,Dieciocho de Marzo,0.95,0.45,Lagunas de Estabilización
10,DURANGO,10GENERAL SIMON BOLIVAR,10006,General Simón Bolivar,General Simón Bolivar,General Simón Bolivar,21.5,4.2,Lagunas de Estabilización
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Arturo Martinez Adame,Arturo Martínez Adame,8,2,Biológico
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,California,California,10,2,Biológico
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Chihuahuita (Chihuahuita Nuevo),Chihuahuita,10,5,Lodos Activados
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,El Triunfo,El Vergel-Triunfo,5,3,Biológico
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,EL Volado,El Siete - Volado,5,1,Lodos Activados
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Gómez Palacio,Centenario,10,7,Lodos Activados
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Gómez Palacio,Gómez Palacio,500,500,Lagunas de Estabilización
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Gómez Palacio,"Gómez Palacio ""Oriente""",120,100,Lodos Activados
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Jerusalem,Jerusalem,10,2,Biológico
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,La Popular,La Popular,15,1,Lodos Activados
10,DURANGO,10GOMEZ PALACIO,10007,Gómez Palacio,Seis De Octubre,Seis de Octubre,5,3,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,Antonio Amaro (Saucillo),Antonio Amaro,5.5,5,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,Dos de Abril,Dos de Abril,1,0.3,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,Felipe Carrillo Puerto (Tarabillas),Felipe Carrillo Puerto ,3.6,2.35,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,General Álvaro Obregón,General Álvaro Obregón,4.68,1.24,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,General Calixto Contreras (Colorada),Calixto Contreras,6.4,1,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,Guadalupe Victoria,Guadalupe Victoria,33,33,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,Igancio Allende,Igancio Allende,12,4,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,Ignacio Ramírez,Ignacio Ramírez,3.78,1.6,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,José Guadalupe Rodríguez (Peñuelas),José Guadalupe Rodríguez ,4.5,2.1,Lagunas de Estabilización
10,DURANGO,10GUADALUPE VICTORIA,10008,Guadalupe Victoria,José María Pino Suárez (Providencia),José María Pino Suárez,0.8,0.7,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,Benjamín Urías (San Andrés),Benjamín Urías - Ejido Revolución,4.4,2.3,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,Ignacio Valencia (Los Alamitos),Ignacio Valencia,5.7,0.83,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,La Zarca,La Zarca,2.5,1,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,"PORTENTO, EL (EL PINOLE)",lagunas de oxidación,1.5,1.17,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,SAN BERNARDO (NUEVO SAN BERNARDO),lagunas de oxidación,0.55,0.55,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,San Fermín,San Fermín,1,0.54,Lagunas de Estabilización
10,DURANGO,10HIDALGO,10010,Hidalgo,Villa Hidalgo,Villa Hidalgo,1.2,1.2,Lagunas de Estabilización
10,DURANGO,10INDE,10011,Indé,Indé,Indé,8,0.7,Lagunas de Estabilización
10,DURANGO,10INDE,10011,Indé,Las Delicias,Las Delicias,0.8,0.1,Lagunas de Estabilización
10,DURANGO,10INDE,10011,Indé,Rancho Nuevo,Rancho Nuevo,0.88,0.47,Lagunas de Estabilización
10,DURANGO,10INDE,10011,Indé,SAN FRANCISCO DE ASIS,Lagunas de Oxidación de San Francisco de Asis,0.48,0.4,Lagunas de Estabilización
10,DURANGO,10LERDO,10012,Lerdo,La Loma,La Loma,7.2,2,Lagunas de Estabilización
10,DURANGO,10LERDO,10012,Lerdo,León Guzmán,León Guzmán,1.6,1.6,Lagunas de Estabilización
10,DURANGO,10LERDO,10012,Lerdo,Lerdo,Ciudad Lerdo,200,180,Biológico
10,DURANGO,10LERDO,10012,Lerdo,San Jacinto,San Jacinto,13,1,Lagunas de Estabilización
10,DURANGO,10MAPIMI,10013,Mapimí,Bermejillo,Bermejillo,10,6,Lagunas de Estabilización
10,DURANGO,10MEZQUITAL,10014,Mezquital,El Troncón,El Troncón,5.7,1.2,Lagunas de Estabilización
10,DURANGO,10MEZQUITAL,10014,Mezquital,"GLORIA, LA (CANOAS)",lagunas de oxidación,1.09,0.5,Lagunas de Estabilización
10,DURANGO,10MEZQUITAL,10014,Mezquital,San Francisco del Mezquital ,San Francisco del Mezquital ,7,5,Humedales (Wetland)
10,DURANGO,10NAZAS,10015,Nazas,Nazas,Nazas,5,2.9,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,Amado Nervo,Amado Nervo / Santa Cruz de Guadalupe,5.2,2,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,Gabriel Hernández (Mancinas),Gabriel Hernández,7.4,1,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,General Francisco Murguía,Francisco Murguía,3,0.7,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,GENERAL FRANCISCO VILLA (PASO REAL),lagunas de oxidación,0.16,0.14,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,La Constancia,La Constancia,4.9,2.5,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,Lauro del Villar,Lauro del Villar,0.65,0.65,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,"LLANO, EL",Lagunas de El Llano,1.5,1,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,Nombre De Dios,Lagunas de Oxidación de Nombre de Dios,15,10,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,"PUEBLITO VEINTE DE NOVIEMBRE, EL (LA FABRICA)",Lagunas de Oxidación 20 de Noviembre,1.5,1,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,Rojas,Rojas,3,0.5,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,San José de la Parrilla (La Parrilla),San José de la Parrilla,4.2,2,Lagunas de Estabilización
10,DURANGO,10NOMBRE DE DIOS,10016,Nombre de Dios,Tuitán (San José de Tuitán),San José de Tuitán,4.2,1.2,Lagunas de Estabilización
10,DURANGO,10NUEVO IDEAL,10039,Nuevo Ideal,Benito Juárez (Juárez de Abajo),Benito Juárez,1.2,0.8,Lagunas de Estabilización
10,DURANGO,10NUEVO IDEAL,10039,Nuevo Ideal,Doctor Castillo del Valle (Las Huertas),Doctor Castillo del Valle ,1.6,1.3,Lagunas de Estabilización
10,DURANGO,10NUEVO IDEAL,10039,Nuevo Ideal,Esfuerzos Unidos,Esfuerzos Unidos,1.7,1.3,Lagunas de Estabilización
10,DURANGO,10NUEVO IDEAL,10039,Nuevo Ideal,Guatimapé,Guatimapé,1.8,1.5,Lagunas de Estabilización
10,DURANGO,10NUEVO IDEAL,10039,Nuevo Ideal,GUILLERMO PRIETO,Guillermo Prieto,0.85,0.7,Lagunas de Estabilización
10,DURANGO,10NUEVO IDEAL,10039,Nuevo Ideal,La Escondida,La Escondida,0.9,0.8,Lagunas de Estabilización
